id;name;family;birthday;pub_date;gender;breed;shelter;taken_home;in_favorites;take_a_walk;take_a_home;visit_counter;raiting
1035;______;cat;30.04.2018;None;female;___ ______;19;TRUE;4;0;1;0;0
1036;_______;cat;06.04.2018;None;female;___ ______;1;TRUE;3;0;1;0;0
1037;_________;cat;13.03.2017;None;female;___ ______;4;TRUE;2;0;1;0;0
1038;____;cat;20.08.2018;None;female;___ ______;16;TRUE;0;0;1;0;0
1039;_______;cat;18.02.2015;None;male;___ ______;15;TRUE;10;0;1;0;0
1040;_______;cat;18.02.2017;None;male;___ ______;1;TRUE;4;0;1;0;0
1041;______;cat;03.03.2017;None;female;___ ______;1;TRUE;7;0;1;0;0
1042;_______;cat;18.05.2015;None;male;___ ______;1;TRUE;3;1;1;0;0
1043;____;cat;16.01.2017;None;male;___ ______;19;TRUE;7;0;1;0;0
1044;____;cat;27.03.2018;None;male;___ ______;4;TRUE;0;0;1;0;0
1045;_____;cat;02.02.2006;None;male;___ ______;4;FALSE;28;0;0;0;0
1046;____;cat;15.10.2016;None;female;___ ______;4;TRUE;5;0;1;0;0
1047;_____;cat;12.04.2018;None;female;___ ______;1;TRUE;4;0;1;0;0
1048;_____;cat;13.03.2015;None;male;___ ______;1;TRUE;3;0;1;0;0
1049;_______;cat;31.03.2016;None;male;___ ______;1;TRUE;3;0;1;0;0
1050;______;cat;15.05.2017;None;male;___ ______;20;TRUE;27;0;1;0;0
1051;______;cat;28.11.2018;None;female;___ ______;20;FALSE;13;1;0;0;0
1052;____;cat;16.11.2018;None;female;___ ______;20;FALSE;17;0;0;0;0
1053;______;cat;22.07.2018;None;female;___ ______;20;TRUE;14;1;1;0;0
1054;_____;cat;22.07.2018;None;female;___ ______;20;FALSE;26;1;0;0;0
1055;____;cat;19.03.2014;None;female;___ ______;20;TRUE;2;0;1;0;0
1056;______;cat;12.02.2015;None;female;___ ______;16;TRUE;15;0;1;0;0
1057;________;cat;18.10.2017;None;female;___ ______;12;TRUE;6;0;1;0;0
1058;_____;cat;18.05.2018;None;female;___ ______;12;FALSE;8;0;0;0;0
1059;____;cat;02.03.2019;None;female;___ ______;12;TRUE;0;0;1;0;0
1060;______;cat;02.03.2019;None;female;___ ______;12;TRUE;4;0;1;0;0
1061;__________;cat;18.10.2017;None;female;___ ______;1;TRUE;4;0;1;0;0
1062;____;cat;25.12.2017;None;male;___ ______;1;TRUE;3;0;1;0;0
1063;_____;cat;15.05.2018;None;female;___ ______;1;TRUE;2;0;1;0;0
1064;_______;cat;22.02.2017;None;female;___ ______;1;FALSE;8;0;0;0;0
1065;_______;cat;30.03.2011;None;male;___ ______;4;TRUE;2;0;1;0;0
1066;_______;cat;18.04.2017;None;female;___ ______;18;TRUE;6;0;1;0;0
1067;______;cat;04.04.2015;None;female;___ ______;1;FALSE;6;0;0;0;0
1068;______;cat;18.03.2011;None;male;___ ______;20;TRUE;1;0;1;0;0
1069;_______;cat;13.02.2014;None;female;___ ______;20;FALSE;6;0;0;0;0
1070;____;cat;08.06.2018;None;female;___ ______;20;FALSE;8;0;0;0;0
1071;_____;cat;08.06.2018;None;female;___ ______;20;FALSE;26;2;0;0;0
1072;______;cat;15.03.2016;None;female;___ ______;20;FALSE;31;1;0;0;0
1073;____;cat;19.05.2016;None;female;___ ______;20;FALSE;12;0;0;0;0
1074;_________;cat;03.04.2016;None;male;___ ______;20;FALSE;11;0;0;0;0
1075;__________;cat;28.12.2017;None;female;___ ______;20;TRUE;16;0;1;0;0
1076;_________;cat;29.04.2018;None;female;___ ______;1;TRUE;4;0;1;0;0
1077;________;cat;28.06.2014;None;male;___ ______;1;TRUE;2;0;1;0;0
1078;______;dog;18.02.2012;None;female;____________ _______________ ______;17;TRUE;15;0;1;0;0
1079;_____;dog;18.02.2013;None;male;____________ _______________ ______;17;TRUE;17;0;1;0;0
1080;______;dog;19.09.2017;None;female;___ ______;17;TRUE;22;7;1;0;0
1081;____;cat;15.05.2014;None;male;___ ______;4;TRUE;3;0;1;0;0
1082;______;cat;15.04.2013;None;male;___ ______;15;FALSE;14;0;0;0;0
1083;______;cat;01.03.2015;None;male;___ ______;15;FALSE;19;0;0;0;0
1084;_____;cat;18.02.2014;None;female;___ ______;1;FALSE;9;0;0;0;0
1085;_____;cat;10.02.2015;None;male;___ ______;10;FALSE;6;0;0;0;0
1086;______;cat;15.04.2012;None;male;___ ______;10;FALSE;10;0;0;0;0
1087;_______;cat;03.05.2017;None;female;___ ______;10;FALSE;11;0;0;0;0
1088;____;cat;29.03.2017;None;female;___ ______;10;FALSE;2;0;0;0;0
1089;____;cat;12.06.2016;None;female;___ ______;10;FALSE;6;0;0;0;0
1091;_____;cat;20.04.2018;None;male;___ ______;4;TRUE;0;0;1;0;0
1092;________;cat;02.04.2018;None;female;___ ______;1;TRUE;10;0;1;0;0
1093;______;cat;25.12.2017;None;male;___ ______;10;TRUE;3;0;1;0;0
1094;_____;cat;25.10.2018;None;male;___ ______;10;TRUE;8;0;1;0;0
1095;_____;cat;18.04.2015;None;male;___ ______;10;TRUE;12;1;1;0;0
1096;______;cat;19.12.2017;None;male;___ ______;10;TRUE;1;0;1;0;0
1097;_____;cat;28.12.2017;None;male;___ ______;10;TRUE;5;0;1;0;0
1098;______;cat;18.05.2015;None;female;___ ______;1;FALSE;9;0;0;0;0
1099;______;cat;21.06.2017;None;female;___ ______;1;TRUE;6;0;1;0;0
1100;_____;cat;15.04.2019;None;female;___ ______;12;TRUE;17;0;1;0;0
1101;____;cat;15.04.2019;None;female;___ ______;12;FALSE;24;0;0;0;0
1102;_____;cat;15.04.2019;None;male;___ ______;12;FALSE;20;0;0;0;0
1103;___;cat;18.10.2017;None;male;________;19;TRUE;2;0;1;0;0
1104;_______;cat;18.02.2015;None;male;___ ______;19;TRUE;15;1;1;0;0
1105;_____;cat;05.01.2017;None;female;___ ______;19;TRUE;20;0;1;0;0
1106;_____;cat;16.04.2019;None;male;___ ______;12;FALSE;16;0;0;0;0
1107;____;cat;16.04.2019;None;female;___ ______;12;FALSE;15;0;0;0;0
1108;_____;dog;18.11.2018;None;female;___ ______;14;FALSE;20;2;0;0;0
1109;____;dog;01.08.2018;None;female;____-_____;14;FALSE;3;3;0;0;0
1110;_____;cat;17.03.2018;None;male;___ ______;14;TRUE;9;0;1;0;0
1111;____;cat;19.02.2017;None;male;___ ______;14;FALSE;4;0;0;0;0
1112;____;cat;23.05.2017;None;female;___ ______;14;TRUE;4;0;1;0;0
1113;________;cat;20.06.2018;None;female;___ ______;18;TRUE;10;0;1;0;0
1114;_____;cat;12.05.2011;None;male;___ ______;21;FALSE;29;1;0;0;0
1115;_____;cat;18.05.2017;None;female;___ ______;21;FALSE;15;0;0;0;0
1116;____;cat;28.04.2015;None;male;_________;19;TRUE;1;0;1;0;0
1117;______;cat;11.05.2018;None;female;___ ______;1;TRUE;4;0;1;0;0
1118;_____;cat;24.04.2017;None;female;___ ______;1;TRUE;6;0;1;0;0
1119;_____;cat;17.05.2017;None;male;___ ______;1;FALSE;21;1;0;0;0
1120;_______;cat;18.01.2015;None;male;___ ______;1;TRUE;24;0;1;0;0
1121;______;cat;13.03.2014;None;male;________;16;TRUE;12;1;1;0;0
1122;____;cat;22.04.2010;None;male;___ ______;4;TRUE;14;0;1;0;0
1123;____;dog;12.06.2016;None;male;___ ______;17;TRUE;11;0;1;0;0
1124;____;dog;30.05.2018;None;male;___ ______;17;TRUE;7;0;1;0;0
1125;_____;cat;27.04.2019;None;male;___ ______;12;TRUE;9;0;1;0;0
1126;_____;cat;25.04.2019;None;female;___ ______;12;TRUE;21;1;1;0;0
1127;_____;cat;15.05.2012;None;male;___ ______;19;TRUE;4;0;1;0;0
1128;_______;cat;18.04.2014;None;female;___ ______;15;FALSE;13;0;0;0;0
1129;______;cat;18.05.2014;None;female;___ ______;15;FALSE;14;0;0;0;0
1130;________;dog;12.04.2016;None;female;____________ _______________ ______;17;TRUE;7;0;1;0;0
1131;_____;cat;18.07.2014;None;male;___ ______;16;TRUE;13;0;1;0;0
1132;______;cat;11.02.2016;None;male;___ ______;19;TRUE;3;0;1;0;0
1133;_______;cat;18.10.2017;None;male;___ ______;1;TRUE;5;0;1;0;0
1134;_______;cat;11.07.2018;None;female;___ ______;1;TRUE;1;0;1;0;0
1135;_________;cat;15.01.2018;None;female;___ ______;1;FALSE;8;0;0;0;0
1136;____;cat;13.01.2017;None;female;___ ______;1;FALSE;6;0;0;0;0
1137;___;cat;17.07.2018;None;male;___ ______;16;FALSE;4;0;0;0;0
1138;_____ ____;cat;25.03.2019;None;female;___ ______;20;TRUE;12;0;1;0;0
1139;____;cat;21.02.2019;None;female;___ ______;20;FALSE;11;0;0;0;0
1140;_____;cat;21.02.2019;None;male;___ ______;20;TRUE;3;0;1;0;0
1141;_______;cat;21.02.2019;None;female;___ ______;20;FALSE;36;1;0;0;0
1142;_____;cat;15.07.2004;None;male;___ ______;19;TRUE;49;0;1;0;0
1143;____;cat;28.07.2017;None;male;___ ______;16;TRUE;5;0;1;0;0
1144;_________;cat;17.02.2018;None;female;___ ______;1;TRUE;3;0;1;0;0
1145;________;cat;15.07.2016;None;female;___ ______;1;TRUE;2;0;1;0;0
1146;_____;dog;15.07.2017;None;female;___ ______;6;TRUE;4;0;1;0;0
1147;______;cat;17.06.2010;None;male;________;1;FALSE;5;0;0;0;0
1148;______;cat;06.03.2019;None;male;___ ______;20;TRUE;4;0;1;0;0
1149;_____;cat;06.03.2019;None;male;___ ______;20;TRUE;5;0;1;0;0
1150;____;cat;06.03.2019;None;male;___ ______;20;TRUE;23;0;1;0;0
1151;____;cat;07.07.2013;None;female;___ ______;21;FALSE;3;0;0;0;0
1152;_______;cat;19.07.2014;None;male;___ ______;21;FALSE;8;0;0;0;0
1153;____;cat;20.06.2015;None;female;___ ______;21;FALSE;7;0;0;0;0
1154;____;cat;17.06.2016;None;female;___ ______;21;FALSE;3;0;0;0;0
1155;______;cat;30.05.2016;None;female;___ ______;21;FALSE;6;0;0;0;0
1156;____;dog;04.11.2017;None;female;___ ______;22;FALSE;21;1;0;0;0
1157;_____;dog;05.09.2017;None;female;___ ______;22;FALSE;4;1;0;0;0
1158;___;dog;03.02.2018;None;male;___ ______;22;TRUE;0;0;1;0;0
1159;____;dog;10.11.2018;None;male;___ ______;22;FALSE;9;1;0;0;0
1160;______;dog;10.11.2018;None;male;___ ______;22;FALSE;12;2;0;0;0
1161;______;cat;07.02.2018;None;male;___ ______;1;FALSE;10;0;0;0;0
1162;____;cat;11.06.2016;None;female;___ ______;21;FALSE;7;0;0;0;0
1163;________;cat;03.07.2016;None;female;___ ______;21;FALSE;1;0;0;0;0
1164;___;cat;30.05.2017;None;female;___ ______;21;FALSE;7;0;0;0;0
1165;______;cat;02.04.2019;None;male;___ ______;21;FALSE;4;0;0;0;0
1166;___;cat;17.07.2015;None;male;___ ______;21;FALSE;9;0;0;0;0
1167;______;cat;10.04.2019;None;female;___ ______;21;TRUE;1;0;1;0;0
1168;_________;cat;27.06.2016;None;female;___ ______;21;FALSE;4;0;0;0;0
1169;____;cat;27.05.2017;None;female;___ ______;21;FALSE;1;0;0;0;0
1170;____;cat;15.02.2014;None;female;___ ______;4;TRUE;3;0;1;0;0
1171;____;cat;17.07.2017;None;male;___ ______;4;TRUE;0;0;1;0;0
1172;___;cat;21.05.2017;None;male;___ ______;4;TRUE;1;0;1;0;0
1173;_____;cat;02.08.2017;None;male;___ ______;4;TRUE;2;0;1;0;0
1174;___;cat;15.02.2017;None;male;_________ _____;4;TRUE;3;1;1;0;0
1175;_____;cat;11.04.2003;None;male;___ ______;4;FALSE;9;0;0;0;0
1176;___;cat;18.06.2018;None;male;___ ______;4;TRUE;2;0;1;0;0
1177;____;cat;19.01.2015;None;male;_______;4;TRUE;2;0;1;0;0
1178;____;cat;15.07.2016;None;female;___ ______;18;FALSE;10;1;0;0;0
1179;____;cat;08.02.2018;None;female;___ ______;1;TRUE;0;0;1;0;0
1180;_____;cat;18.05.2019;None;male;___ ______;21;TRUE;8;0;1;0;0
1181;____;cat;18.05.2019;None;male;___ ______;21;TRUE;8;0;1;0;0
1182;______;cat;18.05.2019;None;female;___ ______;21;FALSE;17;0;0;0;0
1183;________;cat;18.05.2019;None;male;___ ______;21;TRUE;10;0;1;0;0
1184;_____;cat;28.04.2013;None;male;_______;1;TRUE;2;0;1;0;0
1185;______;cat;15.03.2018;None;female;___ ______;4;TRUE;4;0;1;0;0
1186;_______;cat;21.01.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
1187;_____;cat;17.06.2017;None;male;___ ______;4;TRUE;3;0;1;0;0
1188;____;dog;07.07.2017;None;male;___ ______;17;TRUE;12;3;1;0;0
1189;______;dog;29.07.2018;None;female;___ ______;17;TRUE;7;1;1;0;0
1190;____;cat;12.08.2018;None;male;___ ______;14;FALSE;3;0;0;0;0
1191;________;cat;17.06.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
1192;_____;cat;19.05.2017;None;male;___ ______;4;TRUE;1;0;1;0;0
1193;____;cat;30.04.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
1194;______;cat;13.08.2018;None;male;___ ______;1;FALSE;6;0;0;0;0
1195;_____;dog;11.06.2015;None;female;_______;17;TRUE;2;0;1;0;0
1196;____;dog;05.05.2017;None;male;____________ ___;17;TRUE;0;0;1;0;0
1197;_________;cat;19.08.2018;None;female;___ ______;4;TRUE;0;0;1;0;0
1198;_____;cat;18.05.2014;None;female;___ ______;4;TRUE;0;0;1;0;0
1199;______;cat;17.07.2016;None;male;___ ______;1;TRUE;1;0;1;0;0
1200;_______;cat;11.08.2018;None;female;___ ______;19;TRUE;5;0;1;0;0
1201;_____;cat;15.06.2017;None;female;___ ______;19;TRUE;0;0;1;0;0
1202;______;dog;15.05.2013;None;female;___ ______;6;FALSE;4;0;0;0;0
1203;____;dog;10.05.2016;None;female;___ ______;6;FALSE;3;0;0;0;0
1204;______;dog;20.04.2016;None;female;___ ______;17;FALSE;17;0;0;0;0
1205;______;dog;17.07.2013;None;female;____________ _______________ ______;17;TRUE;1;0;1;0;0
1206;________;cat;03.03.2018;None;female;___ ______;1;TRUE;2;1;1;0;0
1207;______;cat;19.04.2018;None;male;___ ______;4;TRUE;4;0;1;0;0
1208;___;cat;05.05.2017;None;female;___ ______;4;TRUE;0;0;1;0;0
1209;_________;cat;02.03.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
1210;_______;cat;17.08.2013;None;female;___ ______;19;FALSE;8;0;0;0;0
1211;______;cat;07.02.2019;None;female;___ ______;10;FALSE;8;0;0;0;0
1212;_____;cat;18.03.2018;None;male;___ ______;10;FALSE;13;0;0;0;0
1213;____;cat;27.02.2018;None;female;___ ______;10;FALSE;4;0;0;0;0
1214;____;cat;20.03.2018;None;female;___ ______;10;FALSE;4;0;0;0;0
1215;_________;cat;12.07.2019;None;female;___ ______;12;TRUE;0;0;1;0;0
1216;________;cat;29.05.2019;None;female;___ ______;12;FALSE;4;0;0;0;0
1217;_____;cat;29.05.2019;None;female;___ ______;12;FALSE;6;0;0;0;0
1218;____;cat;20.03.2018;None;female;___ ______;10;FALSE;2;0;0;0;0
1219;_____ ____;cat;10.01.2019;None;male;___ ______;10;FALSE;2;0;0;0;0
1220;_____ ____;cat;10.01.2019;None;female;___ ______;10;FALSE;3;0;0;0;0
1221;_______;cat;10.05.2019;None;female;___ ______;18;TRUE;6;1;1;0;0
1222;____;cat;09.04.2019;None;male;___ ______;12;TRUE;1;0;1;0;0
1223;________;cat;25.08.2018;None;male;___ ______;1;TRUE;3;0;1;0;0
1224;_______;cat;15.05.2019;None;female;___ ______;18;TRUE;12;0;1;0;0
1225;_____;cat;13.05.2019;None;male;___ ______;10;FALSE;9;0;0;0;0
1226;____;cat;13.05.2019;None;male;___ ______;10;TRUE;11;0;1;0;0
1227;_____;cat;02.07.2017;None;female;___ ______;10;FALSE;5;0;0;0;0
1228;_____;cat;28.06.2017;None;male;___ ______;10;TRUE;1;0;1;0;0
1229;____;cat;27.02.2018;None;female;___ ______;10;FALSE;6;0;0;0;0
1230;______;cat;10.04.2019;None;female;___ ______;12;FALSE;9;0;0;0;0
1231;____;cat;17.05.2019;None;female;___ ______;12;FALSE;2;0;0;0;0
1232;_____;cat;12.05.2019;None;male;___ ______;12;FALSE;18;1;0;0;0
1233;____;cat;05.04.2019;None;female;___ ______;12;TRUE;0;0;1;0;0
1234;____;cat;06.05.2019;None;male;___ ______;12;TRUE;0;0;1;0;0
1235;_________;cat;03.04.2019;None;female;___ ______;12;FALSE;9;0;0;0;0
1236;____;cat;19.08.2014;None;male;___ ______;19;TRUE;4;0;1;0;0
1237;____;cat;12.07.2016;None;male;___ ______;15;FALSE;4;0;0;0;0
1238;____;dog;18.05.2017;None;male;___ ______;23;TRUE;3;3;1;0;0
1239;____;dog;29.03.2017;None;female;___ ______;23;FALSE;11;0;0;0;0
1240;____;dog;20.08.2017;None;female;___ ______;23;TRUE;6;1;1;0;0
1241;____;dog;16.02.2018;None;female;___ ______;23;FALSE;17;2;0;0;0
1242;____;dog;25.09.2018;None;male;___ ______;23;FALSE;17;3;0;0;0
1243;______;dog;11.07.2014;None;female;___ ______;23;TRUE;10;3;1;0;0
1244;____;dog;20.08.2017;None;female;___ ______;23;FALSE;15;1;0;0;0
1245;_____;dog;09.06.2017;None;male;_____;23;TRUE;23;6;1;0;0
1246;____;dog;17.02.2017;None;female;___ ______;23;FALSE;13;2;0;0;0
1247;____;dog;07.03.2018;None;female;___ ______;23;FALSE;14;3;0;0;0
1248;_____;dog;05.06.2014;None;male;___ ______;23;TRUE;7;1;1;0;0
1249;_____;cat;18.04.2019;None;male;___ ______;21;TRUE;3;0;1;0;0
1250;____;cat;07.05.2015;None;male;___ ______;21;FALSE;6;0;0;0;0
1251;___;cat;03.04.2017;None;male;___ ______;21;FALSE;4;0;0;0;0
1252;______;cat;25.02.2019;None;female;___ ______;21;FALSE;2;0;0;0;0
1253;____;cat;25.02.2019;None;female;___ ______;21;FALSE;3;0;0;0;0
1254;____;cat;01.08.2016;None;female;___ ______;21;FALSE;5;0;0;0;0
1255;_____;cat;28.06.2016;None;female;___ ______;21;FALSE;15;0;0;0;0
1256;____;cat;12.03.2017;None;female;___ ______;21;FALSE;5;0;0;0;0
1257;____;cat;09.06.2013;None;female;___ ______;13;FALSE;10;0;0;0;0
1258;______;cat;17.08.2013;None;male;___ ______;13;FALSE;8;0;0;0;0
1259;______;dog;17.08.2015;None;female;___ ______;17;FALSE;4;0;0;0;0
1260;______;dog;03.02.2018;None;male;___ ______;17;FALSE;13;0;0;0;0
1261;_____;dog;11.08.2016;None;female;___ ______;17;FALSE;17;3;0;0;0
1262;____;cat;21.05.2019;None;female;___ ______;12;TRUE;1;0;1;0;0
1263;_____;cat;21.05.2019;None;female;___ ______;12;FALSE;3;0;0;0;0
1264;_______;cat;21.05.2019;None;female;___ ______;12;FALSE;5;0;0;0;0
1265;_____ _ ______;cat;26.08.2018;None;female;___ ______;12;TRUE;4;0;1;0;0
1266;_______;cat;29.05.2019;None;female;___ ______;12;TRUE;0;0;1;0;0
1267;_______;cat;23.04.2019;None;female;___ ______;12;FALSE;5;0;0;0;0
1268;____;cat;28.05.2019;None;female;___ ______;12;TRUE;3;0;1;0;0
1269;_____;cat;03.04.2019;None;female;___ ______;12;TRUE;2;0;1;0;0
1270;________;cat;18.03.2017;None;male;___ ______;4;TRUE;1;0;1;0;0
1271;________;cat;11.02.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
1272;______;cat;29.12.2016;None;male;___ ______;4;TRUE;1;0;1;0;0
1273;_____;cat;24.09.2018;None;male;___ ______;4;TRUE;0;0;1;0;0
1274;______;cat;12.03.2017;None;male;___ ______;4;TRUE;0;0;1;0;0
1275;_______;cat;30.01.2017;None;male;___ ______;4;TRUE;3;0;1;0;0
1276;____;cat;02.08.2004;None;female;___ ______;4;FALSE;4;0;0;0;0
1277;_____;cat;03.04.2019;None;male;___ ______;20;TRUE;4;0;1;0;0
1278;____;cat;03.04.2019;None;male;___ ______;20;TRUE;7;0;1;0;0
1279;____;cat;14.08.2017;None;female;___ ______;10;FALSE;8;0;0;0;0
1280;____;cat;07.06.2016;None;female;___ ______;10;FALSE;3;0;0;0;0
1281;____;cat;26.08.2017;None;male;___ ______;10;FALSE;6;0;0;0;0
1282;____;cat;11.09.2017;None;female;___ ______;10;TRUE;1;0;1;0;0
1283;_____;cat;02.05.2019;None;male;___ ______;10;TRUE;0;0;1;0;0
1284;______;cat;02.05.2019;None;male;___ ______;10;TRUE;1;0;1;0;0
1285;_____;cat;02.04.2017;None;female;___ ______;4;TRUE;4;0;1;0;0
1286;_______;cat;17.02.2017;None;female;___ ______;4;FALSE;9;0;0;0;0
1287;______;cat;09.08.2014;None;male;___ ______;19;FALSE;13;0;0;0;0
1288;_______;cat;17.08.2016;None;male;___ ______;19;TRUE;5;0;1;0;0
1289;____;cat;03.04.2017;None;female;___ ______;16;TRUE;3;0;1;0;0
1290;_____;cat;17.09.2018;None;male;___ ______;1;TRUE;5;0;1;0;0
1291;___;cat;01.09.2019;None;male;___ ______;12;TRUE;2;0;1;0;0
1292;___;cat;01.09.2019;None;male;___ ______;12;TRUE;2;0;1;0;0
1293;_______;cat;01.09.2019;None;female;___ ______;12;TRUE;3;0;1;0;0
1294;________;cat;25.09.2018;None;female;___ ______;15;TRUE;5;0;1;0;0
1295;____;cat;18.04.2017;None;male;___ ______;4;TRUE;0;0;1;0;0
1296;_______;cat;12.05.2016;None;male;___ ______;16;TRUE;4;0;1;0;0
1297;_____;cat;25.07.2014;None;female;__________;16;TRUE;7;0;1;0;0
1298;_______;cat;19.08.2017;None;female;___ ______;1;TRUE;1;0;1;0;0
1299;________;cat;22.07.2016;None;female;___ ______;1;TRUE;6;0;1;0;0
1300;____;cat;07.05.2015;None;female;___ ______;15;FALSE;8;0;0;0;0
1301;_____;dog;11.09.2016;None;female;___ ______;23;FALSE;11;1;0;0;0
1302;_______ _ ______;cat;28.07.2018;None;female;________;12;TRUE;5;0;1;0;0
1303;__;cat;18.05.2017;None;female;___ ______;4;TRUE;0;0;1;0;0
1304;___;cat;10.02.2017;None;female;___ ______;4;TRUE;0;0;1;0;0
1305;____;cat;25.08.2016;None;female;___ ______;1;FALSE;12;0;0;0;0
1306;______;cat;17.05.2014;None;male;___ ______;1;TRUE;3;0;1;0;0
1307;_______;cat;18.08.2013;None;female;___ ______;15;TRUE;1;0;1;0;0
1308;_____;cat;03.09.2017;None;male;___ ______;15;TRUE;14;0;1;0;0
1309;_________;cat;10.05.2019;None;female;___ ______;18;TRUE;1;0;1;0;0
1310;________;cat;15.05.2016;None;female;________;4;TRUE;13;0;1;0;0
1311;__________;cat;17.08.2019;None;male;___ ______;18;TRUE;1;0;1;0;0
1312;______;cat;02.03.2017;None;female;___ ______;1;FALSE;8;0;0;0;0
1313;_______;dog;13.06.2014;None;male;_______;17;TRUE;2;0;1;0;0
1314;______;dog;03.09.2017;None;male;____________ _______________ ______;17;TRUE;4;2;1;0;0
1315;_____;cat;28.09.2018;None;male;________;1;TRUE;6;0;1;0;0
1316;____;cat;22.08.2014;None;male;___ ______;16;TRUE;12;0;1;0;0
1317;___;cat;06.05.2019;None;male;___ ______;16;TRUE;7;0;1;0;0
1318;_____;cat;06.05.2019;None;female;___ ______;16;TRUE;1;0;1;0;0
1319;_________;cat;19.04.2015;None;male;___ ______;16;TRUE;2;0;1;0;0
1320;_____;cat;11.04.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
1321;_______;cat;14.03.2018;None;male;___ ______;13;TRUE;2;0;1;0;0
1322;_____;cat;21.09.2017;None;male;___ ______;1;FALSE;7;0;0;0;0
1323;______;cat;23.06.2019;None;female;___ ______;11;TRUE;6;0;1;0;0
1324;____;cat;23.06.2019;None;male;___ ______;11;FALSE;3;1;0;0;0
1325;______;cat;24.07.2017;None;female;___ ______;11;FALSE;2;0;0;0;0
1326;_____;cat;19.04.2019;None;female;___ ______;11;TRUE;2;1;1;0;0
1327;____;cat;10.09.2018;None;female;___ ______;11;TRUE;4;0;1;0;0
1328;______;cat;12.08.2016;None;female;___ ______;16;TRUE;1;0;1;0;0
1329;____;dog;09.07.2017;None;male;___ ______;22;FALSE;3;0;0;0;0
1330;______;dog;11.06.2017;None;female;___ ______;22;FALSE;5;0;0;0;0
1331;____;dog;15.10.2016;None;female;___ ______;22;FALSE;10;3;0;0;0
1332;_________;dog;02.09.2018;None;male;___ ______;22;FALSE;9;0;0;0;0
1333;___;cat;02.03.2017;None;male;___ ______;14;FALSE;0;0;0;0;0
1334;______;cat;17.09.2017;None;male;________;19;TRUE;6;0;1;0;0
1335;______;dog;19.08.2017;None;male;____________ _______________ ______;17;FALSE;12;1;0;0;0
1336;__________;cat;20.06.2019;None;male;___ ______;18;TRUE;1;0;1;0;0
1337;___________;cat;20.06.2019;None;female;___ ______;18;TRUE;6;0;1;0;0
1338;_____;cat;03.03.2016;None;male;___ ______;1;FALSE;2;0;0;0;0
1339;____;cat;20.08.2017;None;male;___ ______;16;TRUE;3;0;1;0;0
1340;_____;cat;11.04.2017;None;female;___ ______;4;TRUE;3;0;1;0;0
1341;________;cat;28.05.2019;None;male;___ ______;12;FALSE;7;0;0;0;0
1342;______;cat;28.05.2019;None;female;___ ______;12;TRUE;3;0;1;0;0
1343;____;cat;26.06.2019;None;male;___ ______;12;FALSE;11;0;0;0;0
1344;______;cat;12.07.2019;None;female;___ ______;12;TRUE;3;0;1;0;0
1345;____;cat;03.09.2017;None;female;___ ______;16;TRUE;5;0;1;0;0
1346;____;cat;15.08.2015;None;female;___ ______;21;FALSE;11;0;0;0;0
1347;____;cat;16.04.2019;None;female;___ ______;12;FALSE;9;0;0;0;0
1348;_____;cat;02.04.2019;None;female;___ ______;12;FALSE;3;0;0;0;0
1349;______;cat;26.07.2019;None;female;___ ______;12;TRUE;7;0;1;0;0
1350;_________;cat;12.08.2017;None;male;___ ______;1;FALSE;15;0;0;0;0
1351;_______;cat;29.06.2017;None;female;___ ______;1;TRUE;7;0;1;0;0
1352;____;cat;18.10.2012;None;male;___ ______;1;TRUE;4;0;1;0;0
1353;_____;cat;16.09.2019;None;male;___ ______;12;TRUE;3;0;1;0;0
1354;______;cat;16.09.2019;None;female;___ ______;12;FALSE;3;0;0;0;0
1355;____;cat;16.09.2019;None;female;___ ______;12;TRUE;7;0;1;0;0
1356;______;cat;16.09.2019;None;female;___ ______;12;TRUE;5;0;1;0;0
1357;____;cat;03.06.2019;None;male;___ ______;12;TRUE;3;0;1;0;0
1358;______ _____;cat;18.10.2017;None;female;___ ______;1;FALSE;5;0;0;0;0
1359;_______;cat;12.05.2016;None;female;___ ______;1;FALSE;7;0;0;0;0
1360;____;dog;15.08.2009;None;male;___ ______;14;FALSE;4;0;0;0;0
1361;_____;dog;07.10.2018;None;female;______;14;FALSE;8;0;0;0;0
1362;____;dog;19.01.2019;None;female;___ ______;14;FALSE;6;0;0;0;0
1363;______;cat;08.05.2017;None;male;___ ______;14;FALSE;1;0;0;0;0
1364;_______;cat;12.09.2016;None;male;______-____;4;TRUE;3;0;1;0;0
1365;______;cat;13.05.2018;None;female;___ ______;1;FALSE;2;0;0;0;0
1366;_____;dog;05.09.2015;None;male;___ ______;14;TRUE;6;0;1;0;0
1367;_____;dog;18.06.2016;None;female;___ ______;14;FALSE;4;0;0;0;0
1368;____;cat;07.04.2015;None;male;___ ______;16;TRUE;4;0;1;0;0
1369;_______;cat;15.09.2016;None;female;___ ______;15;TRUE;3;0;1;0;0
1370;_______;cat;20.08.2016;None;female;______;19;TRUE;0;0;1;0;0
1371;______;cat;25.08.2019;None;male;___ ______;12;TRUE;0;0;1;0;0
